transaction_id,at,truck_name,truck_description,has_card_reader,fsa_rating,payment_method,total
2063,2026-01-09 17:19:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,880.0
4819,2026-01-09 17:22:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
2064,2026-01-09 17:22:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,860.0
1273,2026-01-09 17:23:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,1090.0
4820,2026-01-09 17:25:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
2065,2026-01-09 17:27:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
3931,2026-01-09 17:29:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,499.0
1274,2026-01-09 17:31:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
2066,2026-01-09 17:36:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
1275,2026-01-09 17:39:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4821,2026-01-09 17:41:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
3932,2026-01-09 17:42:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,399.0
2067,2026-01-09 17:50:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,810.0
2068,2026-01-09 17:53:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,840.0
1276,2026-01-09 17:53:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
4822,2026-01-09 17:54:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
1277,2026-01-09 18:02:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
4823,2026-01-09 18:03:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
2069,2026-01-09 18:05:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,819.0
2070,2026-01-09 18:10:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,830.0
1278,2026-01-09 18:13:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,860.0
2071,2026-01-09 18:14:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,700.0
3933,2026-01-09 18:15:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,399.0
4824,2026-01-09 18:16:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
2072,2026-01-09 18:18:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
1279,2026-01-09 18:20:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
2073,2026-01-09 18:22:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,819.0
2074,2026-01-09 18:25:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
3934,2026-01-09 18:27:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,99.0
2075,2026-01-09 18:31:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,890.0
4825,2026-01-09 18:31:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
1280,2026-01-09 18:32:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
2076,2026-01-09 18:37:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,700.0
1281,2026-01-09 18:38:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3935,2026-01-09 18:42:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,99.0
1282,2026-01-09 18:48:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
3936,2026-01-09 18:49:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,399.0
2077,2026-01-09 18:50:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,830.0
4826,2026-01-09 18:50:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
2078,2026-01-09 18:52:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2079,2026-01-09 18:55:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2080,2026-01-09 19:02:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,880.0
2081,2026-01-09 19:03:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,810.0
2082,2026-01-09 19:09:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,830.0
2083,2026-01-09 19:12:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2084,2026-01-09 19:15:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,840.0
2085,2026-01-09 19:18:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,850.0
2086,2026-01-09 19:19:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,880.0
2087,2026-01-09 19:23:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,850.0
2088,2026-01-09 19:24:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,700.0
2089,2026-01-09 19:26:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,900.0
2090,2026-01-09 19:30:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,840.0
2091,2026-01-09 19:34:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,810.0
2093,2026-01-09 19:39:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,830.0
2092,2026-01-09 19:39:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,700.0
2094,2026-01-09 19:40:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,840.0
2095,2026-01-09 19:43:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,860.0
2096,2026-01-09 19:45:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,819.0
2098,2026-01-09 19:49:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,819.0
2097,2026-01-09 19:49:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,840.0
2099,2026-01-09 19:49:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,810.0
2100,2026-01-09 19:51:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,810.0
2101,2026-01-09 19:53:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,860.0
2102,2026-01-09 19:58:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,860.0
2103,2026-01-09 19:59:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,869.0
2104,2026-01-09 20:03:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,860.0
2105,2026-01-09 20:09:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,869.0
2106,2026-01-09 20:11:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,880.0
2107,2026-01-09 20:15:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,830.0
2108,2026-01-09 20:16:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2109,2026-01-09 20:17:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2110,2026-01-09 20:18:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,700.0
2111,2026-01-09 20:24:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2112,2026-01-09 20:26:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2114,2026-01-09 20:31:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,900.0
2113,2026-01-09 20:31:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,819.0
2115,2026-01-09 20:34:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2116,2026-01-09 20:37:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,850.0
2117,2026-01-09 20:38:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,810.0
2118,2026-01-09 20:40:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2119,2026-01-09 20:40:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2120,2026-01-09 20:43:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,840.0
2121,2026-01-09 20:45:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2122,2026-01-09 20:49:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2123,2026-01-09 20:54:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2124,2026-01-09 21:00:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2125,2026-01-09 21:03:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,880.0
2126,2026-01-09 21:12:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,850.0
2127,2026-01-09 21:17:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,869.0
2128,2026-01-09 21:18:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,860.0
2129,2026-01-09 21:21:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,850.0
2130,2026-01-09 21:24:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,890.0
2131,2026-01-09 21:27:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,860.0
2132,2026-01-09 21:29:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2133,2026-01-09 21:34:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,830.0
2134,2026-01-09 21:42:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,800.0
2135,2026-01-09 21:43:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,840.0
2136,2026-01-09 21:47:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,860.0
2137,2026-01-09 21:52:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,840.0
2138,2026-01-09 21:55:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2139,2026-01-09 21:56:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,860.0
2140,2026-01-09 22:00:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,819.0
2141,2026-01-09 22:05:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2142,2026-01-09 22:08:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2143,2026-01-09 22:11:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,700.0
2144,2026-01-09 22:14:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2145,2026-01-09 22:16:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,890.0
2146,2026-01-09 22:18:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,840.0
2147,2026-01-09 22:21:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,890.0
2148,2026-01-09 22:24:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,869.0
2149,2026-01-09 22:26:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,860.0
2150,2026-01-09 22:32:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,850.0
2151,2026-01-09 22:43:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,840.0
2152,2026-01-09 22:48:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,860.0
2153,2026-01-09 22:56:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,840.0
2154,2026-01-09 23:02:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,860.0
2155,2026-01-09 23:08:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,850.0
2156,2026-01-09 23:19:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,819.0
2157,2026-01-09 23:29:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Card,810.0
2158,2026-01-09 23:37:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,850.0
2159,2026-01-09 23:43:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,700.0
2160,2026-01-09 23:51:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,869.0
2161,2026-01-09 23:58:00,Kings of Kebabs,Locally-sourced meat cooked over a charcoal grill.,True,2,Cash,890.0
3348,2026-01-10 09:09:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,299.0
4827,2026-01-10 09:10:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Cash,500.0
1283,2026-01-10 09:10:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3349,2026-01-10 09:13:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
1284,2026-01-10 09:14:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
5449,2026-01-10 09:14:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,599.0
5450,2026-01-10 09:18:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,599.0
3350,2026-01-10 09:19:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
1285,2026-01-10 09:22:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,1100.0
4828,2026-01-10 09:27:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3351,2026-01-10 09:28:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,1299.0
3937,2026-01-10 09:31:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,499.0
4829,2026-01-10 09:36:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3352,2026-01-10 09:38:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,199.0
4830,2026-01-10 09:39:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1286,2026-01-10 09:43:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3353,2026-01-10 09:46:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
5451,2026-01-10 09:48:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,599.0
4831,2026-01-10 09:51:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
5452,2026-01-10 09:57:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,699.0
3354,2026-01-10 09:59:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,199.0
4832,2026-01-10 10:00:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1287,2026-01-10 10:05:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
3355,2026-01-10 10:06:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
3356,2026-01-10 10:13:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
5453,2026-01-10 10:13:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,499.0
3938,2026-01-10 10:19:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,499.0
4833,2026-01-10 10:20:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1288,2026-01-10 10:21:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
3357,2026-01-10 10:22:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
1289,2026-01-10 10:24:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
3358,2026-01-10 10:31:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
3939,2026-01-10 10:31:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,399.0
4834,2026-01-10 10:33:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
5454,2026-01-10 10:37:00,SuperSmoothie,"Pick any fruit or vegetable, and we'll make you a delicious, healthy, multi-vitamin shake. Live well; live wild.",False,3,Cash,499.0
1290,2026-01-10 10:38:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
3359,2026-01-10 10:40:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3940,2026-01-10 10:42:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Card,99.0
4835,2026-01-10 10:46:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
3360,2026-01-10 10:46:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
1291,2026-01-10 10:47:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3361,2026-01-10 10:50:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
3362,2026-01-10 10:55:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
1292,2026-01-10 10:58:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,819.0
1293,2026-01-10 11:00:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3363,2026-01-10 11:05:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,199.0
3364,2026-01-10 11:05:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
3365,2026-01-10 11:06:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
1294,2026-01-10 11:06:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,890.0
3366,2026-01-10 11:07:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
3367,2026-01-10 11:08:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
3368,2026-01-10 11:09:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
3369,2026-01-10 11:10:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
3941,2026-01-10 11:10:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,99.0
3370,2026-01-10 11:11:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3371,2026-01-10 11:11:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,299.0
3372,2026-01-10 11:12:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
3373,2026-01-10 11:13:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3375,2026-01-10 11:13:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,299.0
3374,2026-01-10 11:13:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
1295,2026-01-10 11:14:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
3377,2026-01-10 11:14:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3376,2026-01-10 11:14:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
3378,2026-01-10 11:15:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
3379,2026-01-10 11:17:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3382,2026-01-10 11:17:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
3381,2026-01-10 11:17:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,199.0
3380,2026-01-10 11:17:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
3383,2026-01-10 11:18:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3384,2026-01-10 11:19:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
3385,2026-01-10 11:20:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,1299.0
3386,2026-01-10 11:21:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
1296,2026-01-10 11:21:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3387,2026-01-10 11:22:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3388,2026-01-10 11:23:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3393,2026-01-10 11:24:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,299.0
3389,2026-01-10 11:24:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
3942,2026-01-10 11:24:00,Hartmann's Jellied Eels,A taste of history with this classic English dish.,True,4,Cash,99.0
3390,2026-01-10 11:24:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,299.0
3391,2026-01-10 11:24:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
3392,2026-01-10 11:24:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,199.0
1297,2026-01-10 11:25:00,Burrito Madness,An authentic taste of Mexico.,True,4,Card,700.0
3394,2026-01-10 11:25:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,199.0
3395,2026-01-10 11:26:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3398,2026-01-10 11:27:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3397,2026-01-10 11:27:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
3396,2026-01-10 11:27:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
3400,2026-01-10 11:28:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3399,2026-01-10 11:28:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3401,2026-01-10 11:29:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
3402,2026-01-10 11:29:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,499.0
3403,2026-01-10 11:29:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
3404,2026-01-10 11:29:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,299.0
3405,2026-01-10 11:30:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
3407,2026-01-10 11:30:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,199.0
3408,2026-01-10 11:30:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
3406,2026-01-10 11:30:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Cash,799.0
3409,2026-01-10 11:31:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
3410,2026-01-10 11:31:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,299.0
3415,2026-01-10 11:32:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
3414,2026-01-10 11:32:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,499.0
3412,2026-01-10 11:32:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,299.0
3411,2026-01-10 11:32:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,799.0
3413,2026-01-10 11:32:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,199.0
3416,2026-01-10 11:33:00,Cupcakes by Michelle,"Handcrafted cupcakes made with high-quality, organic ingredients.",True,5,Card,199.0
4836,2026-01-10 11:33:00,Yoghurt Heaven,"All the great tastes, but only some of the calories!",True,4,Card,500.0
1298,2026-01-10 11:33:00,Burrito Madness,An authentic taste of Mexico.,True,4,Cash,700.0
